"tf.blind","z.total","multiplied.mean","cond.exp"
0.0360386264560698,0.559,0.0253487367710808,0.0453465774080158
0.072567206131028,1,0.072567206131028,0.072567206131028
0.229491420605454,1,0.229491420605454,0.229491420605454
0.149017357690482,1,0.149017357690482,0.149017357690482
0.0704964825880732,0.945,0.0701654400739563,0.0742491429354035
0.0508219141729774,0.977,0.0507201860168753,0.0519142129138949
0.0305661399400111,0.684,0.023334843501452,0.0341152682769766
0.0781169003024415,0.991,0.0780693886668938,0.0787783942148273
0.0658998835798279,0.986,0.065853220104828,0.0667882556844097
0.0509266077553973,0.94,0.0503036712822495,0.0535145439172867
0.0718450865960484,0.999,0.0718434739983931,0.0719153893877809
0.100085049269313,0.998,0.100080899643687,0.100281462568825
0.0682981683619029,1,0.0682981683619029,0.0682981683619029
0.0615843295873097,0.937,0.0607843703468634,0.0648712597084988
0.0696651990480085,0.993,0.0696486193016179,0.0701395964769566
0.0968792697044643,0.999,0.0968787454361854,0.0969757211573427
0.0381477450261514,0.793,0.0355351343594781,0.0448110143246886
0.0587966172935646,1,0.0587966172935646,0.0587966172935646
0.0580644483137547,0.992,0.0580459768615965,0.0585140895782223
0.0827605621882118,1,0.0827605621882118,0.0827605621882118
0.131049850113931,1,0.131049850113931,0.131049850113931
0.0435304527484257,0.899,0.0416135357687652,0.0462886938473472
0.0608849342961959,1,0.0608849342961959,0.0608849342961959
0.0441340549578432,0.999,0.0441317176538382,0.0441758935473856
0.0336561812822154,0.876,0.0321095158964765,0.0366546985119595
0.0935388563383685,0.952,0.0931058392749013,0.097800251339182
0.0746799426685248,0.991,0.0746443341726431,0.0753222342811737
0.047652765021893,0.954,0.0472884629630359,0.0495686194581089
0.0609369405973738,0.826,0.0589502895760843,0.0713683893172934
0.0597547967761126,0.667,0.0545307842296812,0.0817552986951742
0.0923383133012963,1,0.0923383133012963,0.0923383133012963
0.0758810446629011,1,0.0758810446629011,0.0758810446629011
0.0582913318325158,1,0.0582913318325158,0.0582913318325158
0.0545344213799601,0.994,0.0545116406101346,0.0548406847184453
0.0890167161187936,1,0.0890167161187936,0.0890167161187936
0.0488101910622466,0.502,0.0389044064485002,0.0774988176264944
0.0791260138401538,1,0.0791260138401538,0.0791260138401538
0.0349516685340236,0.593,0.028795953504208,0.0485597866850051
0.0619480751267601,1,0.0619480751267601,0.0619480751267601
0.0906139967050885,1,0.0906139967050885,0.0906139967050885
0.054055031840694,0.9,0.0531942323180574,0.0591047025756194
0.0809486993741618,0.996,0.0809374894145744,0.0812625395728659
0.0857401600594093,1,0.0857401600594093,0.0857401600594093
0.0622652549704757,0.994,0.0622469683385094,0.0626227045659049
0.0708703944871838,0.984,0.0708005890129144,0.0719518181025553
0.107574851221045,0.868,0.104258771520353,0.12011379207414
0.0939134642895466,1,0.0939134642895466,0.0939134642895466
0.0675275048152685,0.986,0.067459840725481,0.0684176883625568
0.0426321379297464,0.971,0.042477298493874,0.0437459304777281
0.056226951733894,0.989,0.0561584445666797,0.0567830582069562
0.0275944317519317,0.758,0.0253703226585715,0.0334700826630231
0.0269448499644378,0.821,0.0248805719953574,0.0303052034048202
0.0187586507075269,0.589,0.0147156479635159,0.0249841221791442
0.0234809514995302,0.589,0.0171071251284884,0.0290443550568564
0.0327592711192244,0.667,0.0281970501327365,0.0422744379801148
0.0372017447188025,0.985,0.0371553658891191,0.0377211836437757
0.0277859519327735,0.825,0.024744210698968,0.0299929826654158
0.0257998280091416,0.821,0.024384106009857,0.0297004945308855
0.0303194236557957,0.836,0.0287437262472438,0.0343824476641672
0.0224808904484543,0.64,0.0182299508045556,0.0284842981321182
0.0291294203098067,0.795,0.0277202578699818,0.0348682488930589
0.0263720664809834,0.546,0.0181458161053715,0.0332340954310833
0.0246596261148526,0.314,0.0087741307477888,0.0279430915534675
0.027656588573271,0.63,0.0235439078889684,0.037371282363442
0.0305468458445974,0.068,0.00181351577913283,0.0266693496931299
0.0238940306872581,0.904,0.0233570647229896,0.0258374609767584
0.0275401538603158,0.824,0.0261364037512977,0.0317189365913807
0.0353731397475937,0,0,NA
0.0419694039343588,0.983,0.0418770742116321,0.0426012962478455
0.0273008772329607,0.949,0.0270659068236824,0.0285204497615199
0.0292472884376701,0.192,0.00478710657792921,0.0249328467600479
0.0325470710819514,0.876,0.0312906856461994,0.0357199607833326
0.0331809476772036,0.895,0.0316740149891399,0.0353899608817206
0.0282321722883225,0.029,0.000949045107126728,0.0327256933491975
0.029809333138951,0.585,0.0244652942018599,0.041821015729675
0.0545545256112856,0.942,0.054020697735319,0.0573468128825042
0.0270743601804898,0.864,0.0258425820253393,0.0299103958626612
0.0385042065344511,0.885,0.0373959163193876,0.0422552726772741
0.0236640522378638,0.301,0.0108633209552074,0.036090767293048
0.0341361151994371,0.649,0.0296633702901332,0.0457062716334872
0.0283476490397917,0.921,0.0277948184085112,0.0301789559267222
0.028586872325187,0.927,0.0277669539081063,0.0299535640864145
0.0454954922821066,0.9,0.0445614331542241,0.0495127035046934
0.0309167932025472,0.758,0.0283780762746767,0.0374380953491777
0.0261637344590472,0.855,0.0249712529734168,0.0292061438285576
0.0468145284428967,0.931,0.046125323477916,0.0495438490632825
0.0378800246441309,0.965,0.0376915306397068,0.0390585809737894
0.0271035388424066,0.747,0.0244636925405497,0.0327492537356756
0.0355164851906158,0.972,0.0353744178216804,0.0363934339729222
0.0243171138785706,0.36,0.00867396014072399,0.0240943337242333
0.0333021604606697,0.165,0.00613212709309203,0.0371644066248002
0.0300628258579958,0.866,0.0288550324654203,0.0333198989208086
0.0339470500669696,0.984,0.033888868379849,0.0344399068900904
0.0280474104588482,0.888,0.0268910355106704,0.0302826976471514
0.0248301734414815,0.784,0.0224142567866398,0.028589613248265
0.0312766657603795,0.968,0.0311221045352884,0.0321509344372815
0.0196871535143971,0.357,0.0111869286191153,0.0313359345073259
0.0182480521165169,0.117,0.00355496786797626,0.0303843407519339
0.0286074494351504,0.78,0.0264251355889051,0.0338783789601347
0.0373705334797922,0.97,0.0372446500934704,0.0383965464881138
0.0333854353208594,0.671,0.0263729862792694,0.0393040033968247
0.0343378940560476,0.939,0.0340633712789882,0.0362762207443963
0.0255524217260816,0.345,0.0102777101579056,0.0297904642258134
0.020090565931227,0.506,0.0138750448017699,0.027421037157648
0.0338012462086489,0.509,0.0178031384412754,0.0349766963482817
0.0253722461148707,0.71,0.020853400796987,0.0293709870380099
0.0397892528321542,0.951,0.0395673080901872,0.0416060021978835
0.0316837578904703,0.72,0.0289530799637069,0.040212611060704
0.0306107716938135,0.705,0.0261920282608059,0.0371518131358949
0.0257704918138534,0.883,0.0250959833232074,0.0284212721667128
0.0342000105726749,0.823,0.0316194101501174,0.0384196964156956
0.0215932781554072,0.033,0.000934405698997036,0.0283153242120314
0.0284654921429878,0.686,0.0206624490138414,0.0301201880668242
0.0278180481300244,0.454,0.0172829463371561,0.0380681637382293
0.0223221859414329,0.74,0.01987783779332,0.0268619429639459
0.0470625936560765,0.983,0.0469935399773455,0.0478062461621012
0.0248489184880305,0.779,0.0223421687398464,0.0286805760460159
0.0390895208990342,0.17,0.00595453274344182,0.0350266631967166
