"tf.blind","z.total","multiplied.mean","cond.exp"
0.0578274448555779,0.858,0.0554940137881761,0.064678337748457
0.0381660424859743,0.81,0.0358142573364951,0.0442151325141915
0.0524697488045724,0.965,0.0523072336811847,0.0542043872343883
0.0352066747753223,0.037,0.00231018316725589,0.0624373828988078
0.0506306979214399,0.818,0.0477690008724537,0.0583973115800167
0.0388773625077535,0.822,0.0368538026444592,0.0448343097864467
0.0406353321080972,0.972,0.0402856424211859,0.0414461341781748
0.0494679953009722,0.959,0.049148864191453,0.0512501190734651
0.053165484012002,1,0.053165484012002,0.053165484012002
0.0645785279641761,0.996,0.0645656808071328,0.064824980730053
0.0429910023908592,0.535,0.0250296178548195,0.0467843324389149
0.0437843651219291,0.959,0.0435442722367114,0.0454059147410963
0.0316870963488807,0.94,0.0312151627662162,0.0332076199640597
0.0357278178294402,0.727,0.0307491170411473,0.0422958968929124
0.0340751746495296,0.215,0.00840837754252962,0.0391087327559517
0.0679872077766896,0.996,0.0679733502999263,0.0682463356424963
0.0478342133527917,0.988,0.0477929208371467,0.0483734016570311
0.0343213183362497,0.599,0.0267615552252677,0.0446770537984437
0.0583224417625725,0.933,0.0578191248186335,0.061971194875277
0.0426952774601573,0.968,0.0425411282985763,0.0439474465894383
0.0437447329671967,0.945,0.043328646599544,0.0458504196820571
0.0384374604686637,0.909,0.0378230171615044,0.0416094798256374
0.0527416700181766,1,0.0527416700181766,0.0527416700181766
0.0487113098729794,0.965,0.048540355919608,0.0503008869633243
0.0465321225503763,0.986,0.0464509375850764,0.0471104843662033
0.0375391860058005,0.396,0.021499495098946,0.0542916542902678
0.0495271253328233,0.883,0.0481608448603116,0.0545422931600358
0.0340903706171136,0.729,0.0292886407948871,0.0401764619957299
0.0447826416782188,0.982,0.0447025549993728,0.0455219501011943
0.0405598420854355,0.992,0.0405439622737221,0.0408709297114134
0.0410984788708929,0.92,0.0404935674705274,0.0440147472505732
0.0408556882224376,0.954,0.0406037313048061,0.042561563212585
0.0539512526945794,0.952,0.0537191271428443,0.0564276545618113
0.0347143239666378,0.404,0.0191847329895435,0.0474869628454047
0.0311418051692275,0.597,0.0251495571696269,0.0421265614231607
0.032817599302321,0.793,0.0309791672774837,0.0390657847130942
0.0409725322878098,0.985,0.0409200745163799,0.041543222859269
0.0341727711640048,0.572,0.0235258436854315,0.0411290973521529
0.0476416641560652,0.88,0.045682409736141,0.0519118292456148
0.0306656918213851,0.547,0.021088510216535,0.038553035130777
0.0290873741216388,0.354,0.0198426091797087,0.056052568304262
0.0236138186410694,0.248,0.00764613793729579,0.0308312013600637
0.0470365789931114,0.997,0.0470300084972313,0.0471715230664306
0.0473802783689531,0.929,0.0468354993973452,0.0504149616763672
0.0223998209345732,0,0,NA
0.0405995632155778,0.587,0.0303440992539535,0.0516935251345034
0.0330597624729951,0.983,0.0330093790914992,0.0335802432263471
0.0455883757886769,0.952,0.0452246653157891,0.0475049005417952
0.0369584689044867,0.896,0.0355716785706086,0.0397005341189828
0.0419548937905792,0.874,0.0404619995603663,0.0462951940049958
0.0398843423461884,0.944,0.0394162679018467,0.0417545210824647
0.0365535977643626,0.532,0.0291615791023972,0.0548149983127767
0.0374229901744545,0.987,0.0373593692572918,0.0378514379506502
0.0524266713683807,0.911,0.0516207835385677,0.0566638677701073
0.0413278600565906,0.997,0.0413220678410151,0.0414464070622017
0.0434686316924854,0.691,0.0371555152222572,0.053770644315857
0.036836132205367,0.077,0.00420421490327132,0.0546001935489782
0.0444645319638384,0.819,0.0422302229745617,0.0515631538150936
0.0379507932266618,0.959,0.0377578054982128,0.0393720599564263
0.0349754746278282,0.29,0.00906267742469969,0.0312506118093093
0.0537393227333032,0.996,0.0537268094047163,0.0539425797236108
0.0271107657410992,0.337,0.0144727643521854,0.0429458882854166
0.0608892304720171,0.696,0.0536597841540237,0.0770973910258961
0.0396550832967853,0.957,0.0393558156136981,0.0411241542462885
0.0357109018053405,0.773,0.0323024658435841,0.0417884422297337
0.0371363056470259,0.844,0.0345633469700107,0.0409518329028563
0.0389857628812944,0.718,0.0346616149756407,0.0482752297710873
0.055698106025806,0.987,0.0556523239979824,0.0563853333312892
0.06042322947699,0.998,0.060418721030731,0.060539800631995
0.0634003823686601,0.999,0.0633997075024661,0.0634631706731392
0.0272285962629877,0.612,0.0197575450663008,0.0322835703697726
0.0594399395562787,0.929,0.0589852401763696,0.0634932617614312
0.0456269030716142,0.988,0.045598023604436,0.0461518457534777
0.0331887839761143,0.55,0.023448341808768,0.0426333487432145
0.069844664139759,0.991,0.0697971843290428,0.0704310639041804
0.0672701174229106,0.996,0.0672580631220191,0.0675281758253204
0.0499341349167809,0.987,0.0498687047688667,0.0505255367465721
0.0333478678795434,0.649,0.0271557744344361,0.0418424875723206
0.0417289587409569,0.994,0.0417173409173325,0.0419691558524472
0.0457851677520928,0.995,0.0457709039795374,0.0460009085221482
0.037110876343066,0.988,0.0370580596011038,0.0375081574909957
0.0479537610159539,0.997,0.0479483022447573,0.0480925799847115
0.0494749267542688,0.985,0.0493951819991956,0.0501473928925843
0.0380564979121005,0.052,0.0035057476972062,0.067418224946273
0.035173333434239,0.925,0.0346074544413801,0.0374134642609514
0.0323282183407402,0.471,0.0206285348765616,0.0437973139629758
0.0480614388275984,0.992,0.0480315050364094,0.0484188558834772
0.0456409129248883,0.911,0.0448691070226636,0.0492525872916176
0.0270426291664067,0.493,0.0184243969598051,0.0373720019468663
0.0233989918802358,0.038,0.00117152282171533,0.0308295479398771
0.0354512332076686,0.333,0.0153683918635828,0.046151326917666
0.0342433344897092,0.614,0.0249730769650731,0.0406727637867641
0.0349444416457743,0.496,0.02581735122955,0.0520511113498993
0.0582865545286671,0.906,0.0575057544502051,0.0634721351547518
0.0386470575330254,0.809,0.0369367235999818,0.045657260321362
0.0431208664777103,0.772,0.0399065175018754,0.0516923801837764
0.0507576524593213,0.909,0.0500186311674171,0.0550259968838472
0.0533034803573109,0.931,0.0526011054635993,0.0564995762229853
0.0457206618467214,0.826,0.0441938190486355,0.0535034128918105
0.0309615593474062,0.2,0.00816053126457233,0.0408026563228617
0.0258383066344206,0.715,0.0228167760609802,0.0319115749104618
0.0267355549179365,0,0,NA
0.0421138149417912,0.584,0.033596473881993,0.0575282087020427
0.0427799812606595,0.603,0.034167033919061,0.0566617477928043
0.0247596921988641,0.169,0.00445004708859725,0.0263316395774985
0.0427748072567198,0.273,0.0195716726649099,0.0716911086626738
0.0488064992259726,0.918,0.0479579230411121,0.0522417462321483
0.0437801507399276,0.875,0.0413341390045266,0.0472390160051732
0.0469199633985767,0.986,0.0468846625451914,0.0475503676928919
0.0408426896168744,0.996,0.0408325655516172,0.0409965517586519
0.0470350504596045,0.979,0.0469174864952784,0.0479238881463518
0.0412873948089033,0.926,0.0406900661955262,0.0439417561506763
0.0336756873895081,0.929,0.033200204168948,0.0357375717642067
0.0324941817101893,0.633,0.0257820246791496,0.0407298968075033
0.0437248638439686,0.998,0.0437189825626024,0.0438065957541107
0.0493349349808717,0.784,0.0468909833328276,0.0598099277204433
0.0407982653632621,0.826,0.0386405714909479,0.04678035289461
0.0666840125030797,1,0.0666840125030797,0.0666840125030797
0.0494327326726922,0.992,0.0494110548883541,0.0498095311374537
0.0271060869530682,0.79,0.0249791638048903,0.0316191946897346
0.0425167213862232,0.98,0.0423274838099567,0.0431913100101599
